dataset,record_id,input_smiles,smiles,MolWt,cLogP,HBD,HBA,QED,SA,HeavyAtomCount,NumRings,NumAromaticRings,TPSA,NumRotatableBonds,BertzCT,BemisMurckoScaffold
ZINC,,CCNc1nccc(-c2cccc(C)c2C)n1,CCNc1nccc(-c2cccc(C)c2C)n1,227.31099999999998,3.1922400000000017,1,3,0.8746466862404266,2.055819466455942,17,2,2,37.81,3,520.6258137794323,c1ccc(-c2ccncn2)cc1
ZINC,,CCCNC(=O)[C@@H](C)N[C@@H](C)c1cc(F)cc(F)c1,CCCNC(=O)[C@@H](C)N[C@@H](C)c1cc(F)cc(F)c1,270.323,2.530100000000001,2,2,0.8337127918101175,2.8397507713264023,19,1,1,41.13,6,417.2041827638703,c1ccccc1
ZINC,,O=C(Nc1cccc(-c2cn3ccsc3n2)c1)[C@H]1COc2ccccc2O1,O=C(Nc1cccc(-c2cn3ccsc3n2)c1)[C@H]1COc2ccccc2O1,377.4250000000002,3.841300000000002,1,6,0.5891351538429366,2.8400296096804567,27,5,4,64.86000000000001,3,1105.676829263422,O=C(Nc1cccc(-c2cn3ccsc3n2)c1)C1COc2ccccc2O1
ZINC,,CCO/C=N/Nc1nc(C(F)(F)F)nc2c1cnn2-c1ccccc1,CCO/C=N/Nc1nc(C(F)(F)F)nc2c1cnn2-c1ccccc1,350.30400000000003,3.2260000000000018,1,7,0.43426235766672033,2.8057457107161863,25,3,3,77.22,5,891.4132397674001,c1ccc(-n2ncc3cncnc32)cc1
ZINC,,C[C@H]1CN(CC2CCN(C(=O)NCc3ncnn3C)CC2)C[C@@H](C)O1,C[C@@H]1CN(CC2CCN(C(=O)NCc3ncnn3C)CC2)C[C@H](C)O1,350.4670000000002,0.8459000000000008,1,6,0.871109641249122,3.319116418767898,25,3,1,75.52,4,559.239232731486,O=C(NCc1ncn[nH]1)N1CCC(CN2CCOCC2)CC1
ZINC,,Cc1cccc2ncnc(NCc3ccc(N4CCC(O)CC4)c(F)c3)c12,Cc1cccc2ncnc(NCc3ccc(N4CCC(O)CC4)c(F)c3)c12,366.4400000000001,3.650520000000003,2,5,0.7380253115618034,2.3764999263350646,27,4,3,61.28,4,948.8145141039605,c1ccc2c(NCc3ccc(N4CCCCC4)cc3)ncnc2c1
ZINC,,Cc1cc([N+](=O)[O-])ccc1N1C[C@@H]2CCC[C@H](C1)C2O,Cc1cc([N+](=O)[O-])ccc1N1C[C@H]2CCC[C@@H](C1)C2O,276.33599999999996,2.5004200000000005,1,4,0.6654537116207718,3.981548344863972,20,3,1,66.61,2,517.8499528862857,c1ccc(N2CC3CCCC(C3)C2)cc1
ZINC,,CC(C)(C)[NH2+]Cc1cncc(-n2cncn2)n1,CC(C)(C)[NH2+]Cc1cncc(-n2cncn2)n1,233.29900000000004,-0.0808000000000002,1,5,0.804410292145536,3.6853704279944015,17,2,2,73.1,3,470.95692007829405,c1cnc(-n2cncn2)cn1
ZINC,,CS(=O)(=O)CCC(=O)c1ccc(F)cc1,CS(=O)(=O)CCC(=O)c1ccc(F)cc1,230.26000000000002,1.4431000000000003,0,3,0.7353655725902807,1.8396304264962247,15,1,1,51.21,4,448.0607743978209,c1ccccc1
ZINC,,COC[C@H](O)CCCC(F)(F)F,COC[C@H](O)CCCC(F)(F)F,186.17299999999997,1.7263000000000002,1,2,0.708010861698741,2.86590220056541,12,0,0,29.46,5,113.70934086537316,
ZINC,,Cc1cc(C)cc(NC(=O)Cc2nc(C)c(C(=O)NCC(C)C)s2)c1,Cc1cc(C)cc(NC(=O)Cc2nc(C)c(C(=O)NCC(C)C)s2)c1,359.49500000000006,3.635360000000002,2,4,0.8271286481941912,2.235443770113294,25,2,2,71.09,6,760.721548600827,O=C(Cc1nccs1)Nc1ccccc1
ZINC,,CCCNC(=O)[C@H](CC)N(c1cccc(Cl)c1)S(C)(=O)=O,CCCNC(=O)[C@H](CC)N(c1cccc(Cl)c1)S(C)(=O)=O,332.85300000000007,2.410800000000001,1,3,0.8334396427806955,2.683782955087791,21,1,1,66.48,7,589.6368457255713,c1ccccc1
ZINC,,CCOc1ccc(C(=O)Nc2c[nH]cc(Br)c2=O)cn1,CCOc1ccc(C(=O)Nc2c[nH]cc(Br)c2=O)cn1,338.16100000000006,2.1834,2,4,0.895020935049229,2.618704806380448,20,2,2,84.08,4,667.306753086063,O=C(Nc1c[nH]ccc1=O)c1cccnc1
ZINC,,Cc1oc(-c2ccccc2)nc1C[S@@](=O)Cc1nc2ccccc2s1,Cc1oc(-c2ccccc2)nc1C[S@@](=O)Cc1nc2ccccc2s1,368.483,4.7086200000000025,0,5,0.5118729636534347,2.9091758034079085,25,4,4,55.99,5,1004.9625176876021,O=S(Cc1coc(-c2ccccc2)n1)Cc1nc2ccccc2s1
ZINC,,CCC[C@H](CC)NS(=O)(=O)CCO,CCC[C@H](CC)NS(=O)(=O)CCO,209.31099999999998,0.47680000000000017,2,3,0.6405417889856048,2.9595410109734335,13,0,0,66.4,7,213.42902886828625,
ZINC,,CCC[C@@H]1[C@H](C)CCCN1C(=O)c1ccc(C)c(NC(C)=O)c1,CCC[C@@H]1[C@H](C)CCCN1C(=O)c1ccc(C)c(NC(C)=O)c1,316.44500000000005,3.994220000000003,1,2,0.9126600568081558,2.913670301486773,23,2,1,49.410000000000004,4,582.7323866824792,O=C(c1ccccc1)N1CCCCC1
ZINC,,Cc1cc(NC(=O)c2cc(C(C)(C)C)oc2C)no1,Cc1cc(NC(=O)c2cc(C(C)(C)C)oc2C)no1,262.30899999999997,3.4342400000000026,1,4,0.8997587928330875,2.4510190792711235,19,2,2,68.27000000000001,2,602.4799406393836,O=C(Nc1ccon1)c1ccoc1
ZINC,,CCC1CCC([NH2+]Cc2cccnc2N2CCOCC2)CC1,CCC1CCC([NH2+]Cc2cccnc2N2CCOCC2)CC1,304.45800000000014,1.9503999999999995,1,3,0.9039074442555217,3.249767144169004,22,3,1,41.97,5,451.4004199542189,c1cnc(N2CCOCC2)c(C[NH2+]C2CCCCC2)c1
ZINC,,COC(=O)c1c[nH]c([C@@]2(C)CCCO2)n1,COC(=O)c1c[nH]c([C@@]2(C)CCCO2)n1,210.23299999999995,1.2219,1,4,0.7453145723339641,3.8019065193936052,15,2,1,64.21000000000001,2,366.4993350843596,c1c[nH]c(C2CCCO2)n1
ZINC,,Brc1csc(-c2noc(CN3CCO[C@@H]4CCCC[C@@H]43)n2)c1,Brc1csc(-c2noc(CN3CCO[C@@H]4CCCC[C@@H]43)n2)c1,384.2990000000002,3.7040000000000024,0,6,0.807819006141205,3.4322100649051057,22,4,2,51.39,3,642.2760100676726,c1csc(-c2noc(CN3CCOC4CCCCC43)n2)c1
ZINC,,CCCC1=NC(SCC(=O)Nc2cc(C(C)(C)C)no2)=NC(=O)C1,CCCC1=NC(SCC(=O)Nc2cc(C(C)(C)C)no2)=NC(=O)C1,350.44400000000013,3.1712000000000016,1,6,0.8794636824573806,3.2709055312627466,24,2,1,96.92000000000002,5,685.7397976987958,O=C1CC=NC(SCC(=O)Nc2ccno2)=N1
ZINC,,CCCCNC(=O)[C@@H]1CCCN(C(=O)Nc2cc(C#N)ccc2OC(C)C)C1,CCCCNC(=O)[C@@H]1CCCN(C(=O)Nc2cc(C#N)ccc2OC(C)C)C1,386.49600000000015,3.5056800000000026,2,4,0.7012882225452753,2.706008840434091,28,2,1,94.46000000000001,7,726.851146880892,O=C(Nc1ccccc1)N1CCCCC1
ZINC,,Cc1c(Cl)cccc1N1CCN(S(=O)(=O)C[C@@]23CC[C@@H](CC2=O)C3(C)C)CC1,Cc1c(Cl)cccc1N1CCN(S(=O)(=O)C[C@@]23CC[C@@H](CC2=O)C3(C)C)CC1,424.99400000000037,3.4956200000000024,0,4,0.7418072058826182,4.024671798491738,28,4,1,57.690000000000005,4,906.2258190771282,O=C1CC2CCC1(CS(=O)(=O)N1CCN(c3ccccc3)CC1)C2
ZINC,,CC[NH2+]Cc1cc(F)c(OCC=C(C)C)c(F)c1,CC[NH2+]Cc1cc(F)c(OCC=C(C)C)c(F)c1,256.3159999999999,2.3931000000000004,1,1,0.7770011685554371,3.5237746096653844,18,1,1,25.84,6,402.79732253224034,c1ccccc1
ZINC,,Cc1nc2nc(N)nn2c(C)c1CC(=O)N[C@@H](C)c1ccc2ccccc2c1,Cc1nc2nc(N)nn2c(C)c1CC(=O)N[C@@H](C)c1ccc2ccccc2c1,374.4480000000001,2.896440000000001,2,6,0.572260425391583,2.8259104208400547,28,4,4,98.19999999999999,4,1196.4188268731148,O=C(Cc1cnc2ncnn2c1)NCc1ccc2ccccc2c1
ZINC,,C[C@H]([NH2+]Cc1cnn(-c2ccccc2)n1)c1cccc(N2CCCC2)c1,C[C@H]([NH2+]Cc1cnn(-c2ccccc2)n1)c1cccc(N2CCCC2)c1,348.4740000000002,2.692100000000001,1,4,0.7450834348247619,3.4343059869564456,26,4,3,50.56,6,836.3724794052212,c1ccc(-n2ncc(C[NH2+]Cc3cccc(N4CCCC4)c3)n2)cc1
ZINC,,CC(C)[C@@H]1Oc2cc(O)ccc2C(=O)[C@@H]1c1nc2ccccc2[nH]1,CC(C)[C@@H]1Oc2cc(O)ccc2C(=O)[C@@H]1c1nc2ccccc2[nH]1,322.364,3.652000000000002,2,4,0.7549206820047615,3.347076034506836,24,4,3,75.21000000000001,2,896.2615296993991,O=C1c2ccccc2OCC1c1nc2ccccc2[nH]1
ZINC,,N#Cc1cccc(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2F)c1,N#Cc1cccc(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2F)c1,322.273,2.3732800000000003,0,6,0.4852510853004441,2.2920072033406047,22,2,2,110.30000000000001,4,889.5437295412796,O=S(=O)(Oc1ccccc1)c1ccccc1
ZINC,,O=C1CN(C(=O)/C=C/c2ccc(OCc3cccnc3)cc2)CCN1,O=C1CN(C(=O)/C=C/c2ccc(OCc3cccnc3)cc2)CCN1,337.3790000000001,1.6322,1,4,0.8420450067888745,2.261432058094451,25,3,2,71.53,5,757.2436021075931,O=C1CN(C(=O)C=Cc2ccc(OCc3cccnc3)cc2)CCN1
ZINC,,CCNc1nc(C)nc2oc(C)c(C(=O)OCC)c12,CCNc1nc(C)nc2oc(C)c(C(=O)OCC)c12,263.29699999999997,2.4481400000000004,1,6,0.8536196159010536,2.5142069316901985,19,2,2,77.25000000000001,4,619.1112342244337,c1ncc2ccoc2n1
ZINC,,Nc1ccncc1C(=O)c1c(F)cccc1F,Nc1ccncc1C(=O)c1c(F)cccc1F,234.20499999999998,2.173,1,3,0.8099903673998968,2.1959801661286082,17,2,2,55.98,2,564.2183538445399,O=C(c1ccccc1)c1cccnc1
ZINC,,CC(C)C(=O)N1CCC[C@@H](C(=O)N2CCNC(=O)C2)C1,CC(C)C(=O)N1CCC[C@@H](C(=O)N2CCNC(=O)C2)C1,281.35600000000005,-0.1605999999999983,1,3,0.7644050090463811,2.7805755096674396,20,2,0,69.72,2,408.4683090063263,O=C1CN(C(=O)C2CCCNC2)CCN1
ZINC,,C[C@H]1CC(C)(C)C[C@]2(C1)NC(=O)N(CCC(N)=O)C2=O,C[C@H]1CC(C)(C)C[C@]2(C1)NC(=O)N(CCC(N)=O)C2=O,281.356,0.9986000000000002,2,3,0.7557295521142257,3.72027238881088,20,2,0,92.5,3,460.58048149802954,O=C1NC(=O)C2(CCCCC2)N1
ZINC,,COc1ccc(N(Cc2noc(C3CC3)n2)S(=O)(=O)c2ccccc2)cc1,COc1ccc(N(Cc2noc(C3CC3)n2)S(=O)(=O)c2ccccc2)cc1,385.44500000000005,3.3511000000000024,0,6,0.6199465449830437,2.249758928870989,27,4,3,85.53,7,1012.6230325328073,O=S(=O)(c1ccccc1)N(Cc1noc(C2CC2)n1)c1ccccc1
ZINC,,CC[C@H](C#N)OC(=O)[C@@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1,CC[C@H](C#N)OC(=O)[C@@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1,297.27599999999995,3.6542800000000026,0,3,0.7969512294091569,3.490360693444976,21,2,1,50.089999999999996,4,559.7668413841683,c1ccc(C2CC2)cc1
ZINC,,CCOc1ccc(N[C@@H](C)C(=O)N/N=C\c2ccc3c(c2)OCO3)cc1,CCOc1ccc(N[C@@H](C)C(=O)N/N=C\c2ccc3c(c2)OCO3)cc1,355.3940000000001,2.7647000000000013,2,6,0.5895634645235908,2.616359637306097,26,3,2,81.18,7,789.8712842129341,O=C(CNc1ccccc1)NN=Cc1ccc2c(c1)OCO2
ZINC,,CC(C)(C)Oc1cc(CNC(=O)c2ccc(-n3cnnc3)cc2)ccn1,CC(C)(C)Oc1cc(CNC(=O)c2ccc(-n3cnnc3)cc2)ccn1,351.41,2.7696000000000014,1,6,0.7642386807635415,2.4599051651393378,26,3,3,81.92999999999999,5,867.7000675281656,O=C(NCc1ccncc1)c1ccc(-n2cnnc2)cc1
ZINC,,CC[C@H]([NH3+])[C@@H](N1CCN2C(=O)NC[C@@H]2C1)C(F)(F)F,CC[C@H]([NH3+])[C@@H](N1CCN2C(=O)NC[C@@H]2C1)C(F)(F)F,281.30199999999996,-0.352799999999998,2,2,0.7423773347901333,4.594318433779524,19,2,0,63.220000000000006,3,349.3222243215854,O=C1NCC2CNCCN12
ZINC,,COc1cc(F)c([C@@H](Cl)[C@]2(C)CCCO2)cc1OC,COc1cc(F)c([C@@H](Cl)[C@]2(C)CCCO2)cc1OC,288.746,3.691900000000002,0,3,0.790952969935091,3.5659076630771853,19,2,1,27.69,4,458.2494532124548,c1ccc(CC2CCCO2)cc1
ZINC,,C[C@@H]1CCc2c(sc(NC(=O)[C@@H]3CC=CC[C@@H]3C(=O)[O-])c2C(=O)NCc2cccnc2)C1,C[C@@H]1CCc2c(sc(NC(=O)[C@@H]3CC=CC[C@@H]3C(=O)[O-])c2C(=O)NCc2cccnc2)C1,452.55600000000027,2.4687,2,6,0.6543118357890547,3.811014883389346,32,4,2,111.22000000000001,6,1047.0138032711207,O=C(NCc1cccnc1)c1c(NC(=O)C2CC=CCC2)sc2c1CCCC2
ZINC,,Cc1ccccc1[C@@H]1CN(Cc2cnc3cnccn23)CCO1,Cc1ccccc1[C@@H]1CN(Cc2cnc3cnccn23)CCO1,308.3850000000001,2.6112200000000003,0,5,0.7457813677787208,3.053358680997264,23,4,3,42.66000000000001,3,813.3966172975265,c1ccc(C2CN(Cc3cnc4cnccn34)CCO2)cc1
ZINC,,Cc1nn([C@H]2CCS(=O)(=O)C2)c(C)c1N1CCN(C(=O)NC2CCCCC2)CC1,Cc1nn([C@H]2CCS(=O)(=O)C2)c(C)c1N1CCN(C(=O)NC2CCCCC2)CC1,423.58300000000025,2.023839999999999,1,6,0.8037050729162356,3.104609831089739,29,4,1,87.54,3,851.7128668387315,O=C(NC1CCCCC1)N1CCN(c2cnn(C3CCS(=O)(=O)C3)c2)CC1
ZINC,,CC[C@@](C)([NH3+])C(=O)Nc1ccccc1S(=O)(=O)CC,CC[C@@](C)([NH3+])C(=O)Nc1ccccc1S(=O)(=O)CC,285.38900000000007,0.8292999999999994,2,3,0.8391374309952516,3.297333245213106,19,1,1,90.88,5,565.00599086819,c1ccccc1
ZINC,,COc1ccc(NC(=O)Cc2ccc(Cl)cc2)cc1[N+](=O)[O-],COc1ccc(NC(=O)Cc2ccc(Cl)cc2)cc1[N+](=O)[O-],320.7320000000001,3.4380000000000015,1,4,0.6755426549338297,1.7368391201123554,22,2,2,81.47,5,701.1886770296144,O=C(Cc1ccccc1)Nc1ccccc1
ZINC,,C[C@@H](CS)CSCCS(C)(=O)=O,C[C@@H](CS)CSCCS(C)(=O)=O,228.40399999999997,1.3301,1,4,0.5500069330993875,3.4886352030467984,12,0,0,34.14,6,198.69702803070976,
ZINC,,COCC[NH+]1CCC[C@H](O)C1,COCC[NH+]1CCC[C@H](O)C1,160.237,-1.3275999999999981,2,2,0.5363554320569288,5.383681875090211,11,1,0,33.900000000000006,3,108.26518047667868,C1CC[NH2+]CC1
ZINC,,CCc1ccccc1NC(=O)Cn1c(=O)c2c(ncn2C)n(C)c1=O,CCc1ccccc1NC(=O)Cn1c(=O)c2c(ncn2C)n(C)c1=O,341.37100000000004,0.6347999999999998,1,7,0.7536373374090973,2.235383008751892,25,3,3,90.91999999999999,4,1074.057338553383,O=C(Cn1c(=O)[nH]c2nc[nH]c2c1=O)Nc1ccccc1
ZINC,,CCN(C(=O)Cc1cccc(F)c1F)c1ccccc1,CCN(C(=O)Cc1cccc(F)c1F)c1ccccc1,275.29799999999994,3.5604000000000022,0,1,0.8351269537803875,1.9395287074793508,20,2,2,20.310000000000002,4,598.6807969975908,O=C(Cc1ccccc1)Nc1ccccc1
ZINC,,Cc1ccc(S(=O)(=O)N[C@@H](CC(C)C)C(=O)Nc2cccc(C#N)c2)cc1,Cc1ccc(S(=O)(=O)N[C@@H](CC(C)C)C(=O)Nc2cccc(C#N)c2)cc1,385.4890000000001,3.1984000000000012,2,4,0.7643761317913436,2.489403876832222,27,2,2,99.06,7,945.1823842413834,O=C(CNS(=O)(=O)c1ccccc1)Nc1ccccc1
ZINC,,Cc1ccc(-n2ncc3c2ncn2c(CCc4ccccc4)nnc32)c(C)c1,Cc1ccc(-n2ncc3c2ncn2c(CCc4ccccc4)nnc32)c(C)c1,368.4440000000001,3.8652400000000027,0,6,0.48316084659813063,2.407096475244275,28,5,5,60.900000000000006,4,1282.8894520025888,c1ccc(CCc2nnc3c4cnn(-c5ccccc5)c4ncn23)cc1
ZINC,,CCCc1cc(NC(=O)C2=Cc3ccc(OC)cc3OC2)n(C)n1,CCCc1cc(NC(=O)C2=Cc3ccc(OC)cc3OC2)n(C)n1,327.38400000000007,2.795700000000001,1,5,0.9169413493217086,2.6310884600986153,24,3,2,65.38,5,792.8018279952047,O=C(Nc1ccn[nH]1)C1=Cc2ccccc2OC1
ZINC,,CN1N=C[C@@H](Br)[C@@H]1C(=O)N/N=C/[C@@H]1C=NN=C1c1ccccc1,CN1N=C[C@@H](Br)[C@@H]1C(=O)N/N=C/[C@@H]1C=NN=C1c1ccccc1,375.2300000000001,1.2566,1,6,0.4884114623288131,4.670016544183179,23,3,1,81.78,4,687.1784695907016,O=C(NN=CC1C=NN=C1c1ccccc1)C1CC=NN1
ZINC,,CC(C)CO[C@H]1CC[NH+](Cc2c[nH]nc2-c2ccccc2)C1,CC(C)CO[C@H]1CC[NH+](Cc2c[nH]nc2-c2ccccc2)C1,300.42600000000004,1.9064999999999996,2,2,0.8555563341904033,4.478074902183213,22,3,2,42.35,6,579.0280214416678,c1ccc(-c2n[nH]cc2C[NH+]2CCCC2)cc1
ZINC,,C[C@@H](NC(=O)N(C)Cc1cccc2ccccc12)[C@@H]1CCCO1,C[C@@H](NC(=O)N(C)Cc1cccc2ccccc12)[C@@H]1CCCO1,312.4130000000002,3.548700000000003,1,2,0.9378253896810939,2.8918503214667943,23,3,2,41.57000000000001,4,674.6288774994692,O=C(NCc1cccc2ccccc12)NCC1CCCO1
ZINC,,COc1ccc(OCC[C@H]2CCCC[NH2+]2)c(Br)c1,COc1ccc(OCC[C@H]2CCCC[NH2+]2)c(Br)c1,315.23099999999994,2.3425000000000002,1,2,0.9050832899762095,3.7130226389231087,18,2,1,35.07,5,378.0567828100438,c1ccc(OCCC2CCCC[NH2+]2)cc1
ZINC,,COc1ccc(CNC(=O)NC[C@@H](O)c2ccco2)cc1OC,COc1ccc(CNC(=O)NC[C@@H](O)c2ccco2)cc1OC,320.3450000000001,1.8296000000000001,3,5,0.7235637540952684,2.5268452107570987,23,2,2,92.96000000000001,7,627.4057620222843,O=C(NCCc1ccco1)NCc1ccccc1
ZINC,,COc1nccnc1CN(C)C[C@@H]1CCC[NH2+]1,COc1nccnc1CN(C)C[C@@H]1CCC[NH2+]1,237.32699999999994,-0.35719999999999835,1,4,0.7598695213562839,4.348064158254422,17,2,1,54.86000000000001,5,352.11379469646494,c1cnc(CNCC2CCC[NH2+]2)cn1
ZINC,,Cc1cccc2sc(N[C@H](C)c3cccc(F)c3)nc12,Cc1cccc2sc(N[C@H](C)c3cccc(F)c3)nc12,286.37500000000006,4.916920000000003,1,3,0.7391193677774983,2.496581619347234,20,3,3,24.92,3,751.0716163285165,c1ccc(CNc2nc3ccccc3s2)cc1
ZINC,,FC(F)(F)c1cc(I)cnc1Cl,FC(F)(F)c1cc(I)cnc1Cl,307.44000000000005,3.3584000000000005,0,1,0.528930549790905,2.7676601718296734,12,1,1,12.89,0,299.33493892361554,c1ccncc1
ZINC,,CCCN(CCCl)c1ncnc2c1CCCC2,CCCN(CCCl)c1ncnc2c1CCCC2,253.77699999999996,2.810600000000001,0,3,0.7560031786835457,2.650489815749504,17,2,1,29.020000000000003,5,361.68224939032876,c1ncc2c(n1)CCCC2
ZINC,,Cc1cc(C(=O)N[C@H]2CCCOc3c2ccc2ccccc32)on1,Cc1cc(C(=O)N[C@H]2CCCOc3c2ccc2ccccc32)on1,322.36400000000003,3.7799200000000024,1,4,0.7796213603825624,2.816572578206081,24,4,3,64.36,2,900.518221227693,O=C(NC1CCCOc2c1ccc1ccccc21)c1ccno1
ZINC,,CCn1ncc(NC(=S)NNC(=O)c2nn(C)c(C)c2Br)c1C,CCn1ncc(NC(=S)NNC(=O)c2nn(C)c(C)c2Br)c1C,400.3060000000001,1.64724,3,6,0.5365280839358337,2.7471750087058435,23,2,2,88.80000000000001,3,751.8322769726034,O=C(NNC(=S)Nc1cn[nH]c1)c1cc[nH]n1
ZINC,,C[C@@H](Cc1cccc(F)c1)NC(=O)Nc1ccc2c(c1)COC2,C[C@@H](Cc1cccc(F)c1)NC(=O)Nc1ccc2c(c1)COC2,314.3600000000001,3.608600000000002,2,2,0.9055569568556647,2.6320246620750094,23,3,2,50.36,4,717.9178153170714,O=C(NCCc1ccccc1)Nc1ccc2c(c1)COC2
ZINC,,CCNC(=O)Nc1ccc(OCC(=O)NCc2cc(F)ccc2F)nc1,CCNC(=O)Nc1ccc(OCC(=O)NCc2cc(F)ccc2F)nc1,364.352,2.1964000000000006,3,4,0.7022722260067564,2.1808090468925343,26,2,2,92.35000000000001,7,769.1033462666499,O=C(COc1ccccn1)NCc1ccccc1
ZINC,,CNC(=O)NC(=O)[C@H](C)Sc1nnc(Nc2cccc(C)c2)s1,CNC(=O)NC(=O)[C@H](C)Sc1nnc(Nc2cccc(C)c2)s1,351.45700000000005,2.52632,3,7,0.7165218510926636,2.7166358727393476,23,2,2,96.01,5,703.9810025231498,c1ccc(Nc2nncs2)cc1
ZINC,,CC(C)(C)c1ccccc1NC(=O)N[C@@H]1CCCC[C@H]1O,CC(C)(C)c1ccccc1NC(=O)N[C@@H]1CCCC[C@H]1O,290.407,3.409100000000002,3,2,0.7813786252382392,2.765203288770799,21,2,1,61.36,2,493.8086296253404,O=C(Nc1ccccc1)NC1CCCCC1
ZINC,,COC(=O)c1ccc(NCc2ncc(C(C)C)o2)cc1C,COC(=O)c1ccc(NCc2ncc(C(C)C)o2)cc1C,288.34700000000004,3.5051200000000025,1,5,0.8529336246326247,2.374511790193443,21,2,2,64.36,5,632.2023683814368,c1ccc(NCc2ncco2)cc1
ZINC,,Cc1cccc(S(=O)(=O)[C@H](C)C(=O)Nc2cc(F)ccc2F)c1,Cc1cccc(S(=O)(=O)[C@H](C)C(=O)Nc2cc(F)ccc2F)c1,339.36300000000006,3.0741200000000015,1,3,0.9310073018365751,2.496263935704606,23,2,2,63.24,4,850.1538948434522,O=C(CS(=O)(=O)c1ccccc1)Nc1ccccc1
ZINC,,C[C@H]([NH2+][C@@H](CO)CC(C)(C)C)c1nccs1,C[C@H]([NH2+][C@@H](CO)CC(C)(C)C)c1nccs1,243.396,1.5645999999999998,2,3,0.8244287593662014,4.574004380809903,16,1,1,49.730000000000004,5,292.46744680101557,c1cscn1
ZINC,,C[C@@H](CC#N)N(C)C(=O)c1csc(-c2ccc3c(c2)OCO3)n1,C[C@@H](CC#N)N(C)C(=O)c1csc(-c2ccc3c(c2)OCO3)n1,329.38100000000014,2.912980000000001,0,6,0.8618783630749837,2.997245920816269,23,3,2,75.45,4,781.1179165968713,c1csc(-c2ccc3c(c2)OCO3)n1
ZINC,,COc1cc(CC(=O)N2CCC[C@H]2C(=O)[O-])ccc1C,COc1cc(CC(=O)N2CCC[C@H]2C(=O)[O-])ccc1C,276.312,0.28702000000000005,0,4,0.7921503834726675,2.8285461390380675,20,2,1,69.67,4,526.6048403884492,O=C(Cc1ccccc1)N1CCCC1
ZINC,,COc1ccc(OC)c(-c2cc(C(=O)NC[C@]3(O)CCc4ccccc4C3)n(C)n2)c1,COc1ccc(OC)c(-c2cc(C(=O)NC[C@]3(O)CCc4ccccc4C3)n(C)n2)c1,421.4970000000002,2.754100000000001,2,6,0.6393279624104476,3.015427403892387,31,4,3,85.61,6,1107.9539094483102,O=C(NCC1CCc2ccccc2C1)c1cc(-c2ccccc2)n[nH]1
ZINC,,CC[NH+]1CCN(Cc2cc(C(=O)NC[C@@H](O)c3ccccc3)no2)CC1,CC[NH+]1CCN(Cc2cc(C(=O)NC[C@@H](O)c3ccccc3)no2)CC1,359.4500000000001,-0.14159999999999817,3,5,0.6409340989916649,3.7293577911522497,26,3,2,83.04,7,695.8196126899396,O=C(NCCc1ccccc1)c1cc(CN2CC[NH2+]CC2)on1
ZINC,,CN(C)C(=O)C1CCN(c2cccc[nH+]2)CC1,CN(C)C(=O)C1CCN(c2cccc[nH+]2)CC1,234.323,0.8052999999999997,0,2,0.7590362443484803,3.419181004917479,17,2,1,37.690000000000005,2,369.51078163404424,c1ccc(N2CCCCC2)[nH+]c1
ZINC,,CCOc1ccc(NC(=O)N2C(=O)CSc3ccccc32)c([N+](=O)[O-])c1,CCOc1ccc(NC(=O)N2C(=O)CSc3ccccc32)c([N+](=O)[O-])c1,373.3900000000001,3.6643000000000026,1,6,0.6480591393804005,2.43021431559643,26,3,2,101.78,4,886.4521106429729,O=C1CSc2ccccc2N1C(=O)Nc1ccccc1
ZINC,,COC(=O)[C@H](C#N)c1nc2ccccc2nc1Cl,COC(=O)[C@H](C#N)c1nc2ccccc2nc1Cl,261.668,2.0633799999999995,0,5,0.7736359221422334,2.8740360353728107,18,2,2,75.87,2,651.3028485300641,c1ccc2nccnc2c1
ZINC,,CCN(CC)C(=O)c1cccc(NC(=O)CNc2cccc(C)c2C)c1,CCN(CC)C(=O)c1cccc(NC(=O)CNc2cccc(C)c2C)c1,353.4660000000001,3.8360400000000023,2,3,0.7950030916913003,1.9505852586944297,26,2,2,61.440000000000005,7,782.5756994098042,O=C(CNc1ccccc1)Nc1ccccc1
ZINC,,Cc1cccc2c(N3CCCC3)ncnc12,Cc1cccc2c(N3CCCC3)ncnc12,213.284,2.5384200000000003,0,3,0.728591420950726,1.9709062494890848,16,3,2,29.020000000000003,1,515.566675346675,c1ccc2c(N3CCCC3)ncnc2c1
ZINC,,COc1cc(C)cc(C[NH2+][C@H](C)c2ccc(S(N)(=O)=O)cc2)c1,COc1cc(C)cc(C[NH2+][C@H](C)c2ccc(S(N)(=O)=O)cc2)c1,335.44900000000007,1.4756200000000006,2,3,0.8381384776248043,3.341357129607478,23,2,2,86.0,6,770.9255309847491,c1ccc(C[NH2+]Cc2ccccc2)cc1
ZINC,,CC(=O)N[C@H]1CCN2C(=O)[C@H]3CCCCN3C(=O)[C@H]12,CC(=O)N[C@H]1CCN2C(=O)[C@H]3CCCCN3C(=O)[C@H]12,265.31299999999993,-0.5132999999999994,1,3,0.6937928799179273,3.453247828469186,19,3,0,69.72,1,436.8493790062562,O=C1C2CCCN2C(=O)C2CCCCN12
